Filename,vehicleBrand,vehicleModel,vehicleVariant,vehicleType,registrationNumber,productionDate,mileageFromOdometer,vehicleTransmission,fuelType,drivetrain,basePrice,fuelConsumptionCombined,emissionsCO2,companyName,companyLocation,sellerType,locationCity,locationRegion
15362960.html,Land Rover,Discovery,All-terrain SUV,Car,JFX-75,2002,420000,Manual,Diesel,Four wheel,3000,0.0,,,,Seller,Helsinki,Uusimaa
15361243.html,Volkswagen,Passat,Station Wagon,Car,LZO-140,2012,412000,Automatic,Diesel,Front wheel,3050,5.0,119,,,Seller,Kurikka,Etelä-Pohjanmaa
15361194.html,Mercedes-Benz,C,Station Wagon,Car,RVY-257,2004,272000,Manual,Petrol,Rear wheel,2490,0.0,,,,Seller,Oulu,Pohjois-Pohjanmaa
15374051.html,Mercedes-Benz,E,Station Wagon,Car,YKA-419,2010,320000,Automatic,Diesel,Rear wheel,5500,0.0,,,,Seller,Sastamala,Pirkanmaa
15368721.html,Mercedes-Benz,CLA,Station Wagon,Car,NNP-561,2023,72144,Automatic,Hybrid (petrol/electric),Front wheel,25900,1.1,20,,,Seller,Jyväskylä,Keski-Suomi
15372007.html,Peugeot,207,Hatchback,Car,TUI-406,2007,150500,Manual,Petrol,Front wheel,2200,0.0,152,,,Seller,Hattula,Kanta-Häme
15361152.html,Volkswagen,Caravelle,Other,Van,CCF-784,1997,319883,Manual,Diesel,Four wheel,1900,0.0,,,,Seller,Lappeenranta,Etelä-Karjala
15364573.html,Mercedes-Benz,Vito,Middle long - Low,Van,LNK-500,2016,288000,Automatic,Diesel,Four wheel,21980,6.6,174,Järvenpään Autokulma Oy,Järvenpää,Dealer,Järvenpää,Uusimaa
15362173.html,Toyota,Corolla,Station Wagon,Car,ZJI-283,2006,151480,Manual,Petrol,Front wheel,4900,0.0,172,,,Seller,Oulu,Pohjois-Pohjanmaa
15371804.html,Nissan,Qashqai,MPV,Car,BSH-523,2012,339000,Manual,Petrol,Front wheel,2950,0.0,139,,,Seller,Lappeenranta,Etelä-Karjala
15371765.html,Mercedes-Benz,B,MPV,Car,,2007,256535,Automatic,Diesel,Front wheel,3200,6.0,161,,,Seller,Siilinjärvi,Pohjois-Savo
15358802.html,Mercedes-Benz,EQC,All-terrain SUV,Car,NNP-175,2023,29600,Automatic,Electric,Four wheel,42800,0.0,,,,Seller,Tuusula,Uusimaa
15374339.html,Audi,A6,Station Wagon,Car,YHT-820,2006,411000,Automatic,Diesel,Four wheel,1350,0.0,,,,Seller,Kuusamo,Pohjois-Pohjanmaa
15359898.html,Audi,A3,Hatchback,Car,LYN-877,2000,366500,Manual,Petrol,Front wheel,1100,0.0,,,,Seller,Joensuu,Pohjois-Karjala
15371201.html,Mitsubishi,Lancer,Station Wagon,Car,IUG-554,2004,320000,Manual,Petrol,Front wheel,1370,0.0,,,,Seller,Kontiolahti,Pohjois-Karjala
15363732.html,Ford,Ranger,Pickup,Van,MHY-950,2008,375456,Manual,Diesel,Four wheel,6700,0.0,244,,,Seller,Lempäälä,Pirkanmaa
15360477.html,Mercedes-Benz,E,Sedan,Car,NFF-634,2003,360000,Manual,Diesel,Rear wheel,1500,0.0,,,,Seller,Rauma,Satakunta
15367066.html,Volkswagen,Polo,Hatchback,Car,LAI-724,2005,232300,Manual,Petrol,Front wheel,1380,6.5,156,Autotalo Loiste Oy,Kaarina,Dealer,Kaarina,Varsinais-Suomi
15366002.html,Dacia,Duster,All-terrain SUV,Car,CIL-469,2011,220000,Manual,Diesel,Four wheel,5990,5.6,145,Etelän Autoliike - Porvoo,Porvoo,Dealer,Porvoo,Uusimaa
15363923.html,Seat,Ateca,All-terrain SUV,Car,JLA-757,2019,107000,Automatic,Diesel,Front wheel,15900,4.5,,,,Seller,Järvenpää,Uusimaa
15366595.html,BMW,118,Hatchback,Car,TPY-415,2008,419654,Automatic,Diesel,Rear wheel,2550,0.0,144,PureBuild Oy,Iitti,Dealer,Iitti,Päijät-Häme
15369918.html,Volkswagen,Polo,Hatchback,Car,XSF-724,2003,244899,Manual,Petrol,Front wheel,1250,0.0,,,,Seller,Kaustinen,Keski-Pohjanmaa
15375928.html,Toyota,RAV4,All-terrain SUV,Car,YEH-326,2002,385797,Manual,Petrol,Four wheel,2600,0.0,,,,Seller,Polvijärvi,Pohjois-Karjala
15366451.html,Mercedes-Benz,220,Sedan,Car,IYX-331,2007,330,Automatic,Diesel,Rear wheel,5400,6.2,,,,Seller,Tuusula,Uusimaa
15366790.html,Volkswagen,Golf Plus,MPV,Car,KRM-901,2012,159000,Automatic,Petrol,Front wheel,6900,5.9,139,AutoLinkki Kempele,Kempele,Dealer,Kempele,Pohjois-Pohjanmaa
15371856.html,Ford,S-MAX,MPV,Car,JGZ-531,2007,404500,Manual,Petrol,Front wheel,2390,7.5,192,,,Seller,Imatra,Etelä-Karjala
15365902.html,Fiat,Scudo,Long - Low,Van,UPZ-756,2012,215000,Manual,Diesel,Front wheel,3780,0.0,179,,,Seller,Tuusula,Uusimaa
15368507.html,Mercedes-Benz,E,Station Wagon,Car,79615,2018,188000,Automatic,Diesel,Four wheel,39990,6.6,174,Parrotz Järvenpää,Järvenpää,Dealer,Järvenpää,Uusimaa
15366562.html,Toyota,Corolla,Hatchback,Car,XNG-628,2005,300200,Manual,Petrol,Front wheel,1450,7.0,168,,,Seller,Espoo,Uusimaa
15375692.html,Mazda,3,Hatchback,Car,XHG-637,2005,189000,Manual,Petrol,Front wheel,1300,0.0,172,,,Seller,Polvijärvi,Pohjois-Karjala
15373216.html,Ford,Focus,Hatchback,Car,ZKB-846,2012,79259,Manual,Petrol,Front wheel,5500,0.0,114,,,Seller,Naantali,Varsinais-Suomi
15367227.html,Volvo,S60,Sedan,Car,RSJ-843,2016,299000,Automatic,Diesel,Front wheel,8800,0.0,109,,,Seller,Espoo,Uusimaa
15364207.html,Renault,Trafic,A separate load area,Van,YLM-772,2022,30000,Manual,Diesel,Front wheel,21900,7.6,191,Future Store Drivalia,Vantaa,Dealer,Vantaa,Uusimaa
15361310.html,Honda,CR-V,Hatchback,Car,JEJ-371,2001,255000,Automatic,Petrol,Four wheel,2900,0.0,235,,,Seller,Taipalsaari,Etelä-Karjala
15365424.html,Audi,A6,Station Wagon,Car,JJJ-651,2013,247000,Automatic,Diesel,Front wheel,11500,0.0,,Nurmijärven Laatuauto Oy,Nurmijärvi,Dealer,Nurmijärvi,Uusimaa
15366826.html,Mercedes-Benz,190,Sedan,Car,HZS410,1990,350000,Manual,Petrol,Rear wheel,1500,10.0,,,,Seller,Tampere,Pirkanmaa
15360234.html,Volvo,V50,Station Wagon,Car,BHI-700,2006,296000,Manual,Petrol,Front wheel,2300,0.0,,,,Seller,Joensuu,Pohjois-Karjala
15358529.html,Skoda,Octavia,Station Wagon,Van,OUY-385,2008,342000,Manual,Diesel,Front wheel,1590,6.0,,,,Seller,Kajaani,Kainuu
15359003.html,Fiat,Punto Evo,Station Wagon,Car,OPZ-421,2010,189000,Manual,Petrol,Front wheel,1850,5.7,135,,,Seller,Akaa,Pirkanmaa
15362917.html,Volkswagen,Golf,Hatchback,Car,GLN-710,2015,280000,Manual,Diesel,Front wheel,6450,0.0,99,Automyynti Sahili Oy,Salo,Dealer,Salo,Varsinais-Suomi
15376842.html,Nissan,Almera,Sedan,Car,YCV-766,2000,271350,Automatic,Petrol,Front wheel,1150,0.0,,,,Seller,Kuopio,Pohjois-Savo
15359587.html,Nissan,Micra,Hatchback,Car,CYN-576,2005,210000,Manual,Petrol,Front wheel,2390,5.9,139,,,Seller,Kaarina,Varsinais-Suomi
15363893.html,Volkswagen,Golf,Hatchback,Car,BBG-274,2005,255077,Manual,Petrol,Front wheel,2250,0.0,,,,Seller,Ylivieska,Pohjois-Pohjanmaa
15366227.html,Honda,CR-V,All-terrain SUV,Car,AUI-643,2007,472500,Manual,Diesel,Four wheel,2000,6.5,173,,,Seller,Juva,Etelä-Savo
15371120.html,Mercedes-Benz,Sprinter,Extension cabin,Car,OOZ-381,2007,287000,Manual,Diesel,Rear wheel,6500,0.0,,,,Seller,Joutseno,Etelä-Karjala
15374043.html,Mercedes-Benz,A,Hatchback,Car,GMT-264,2008,311000,Manual,Diesel,Front wheel,1450,4.9,,,,Seller,Helsinki,Uusimaa
15368417.html,Toyota,Corolla,Sedan,Car,LHS-360,1984,253000,Manual,Petrol,Front wheel,1500,0.0,,,,Seller,Kemijärvi,Lappi
15366703.html,Opel,Combo,MPV,Van,MMM-947,2016,216900,Manual,Diesel,Front wheel,4490,0.0,129,,,Seller,Helsinki,Uusimaa
15360429.html,Skoda,Superb,Sedan,Car,XMP-813,2010,309000,Manual,Diesel,Front wheel,2500,0.0,129,AutoHouse,Espoo,Dealer,Espoo,Uusimaa
15358434.html,Volkswagen,ID.4,Station Wagon,Car,FNU-989,2022,45618,Automatic,Electric,Four wheel,35000,0.0,,,,Seller,Naantali,Varsinais-Suomi
15375670.html,Toyota,Hiace,Short - Low,Van,JCY-732,1999,371000,Manual,Diesel,Four wheel,3500,0.0,,,,Seller,Salo,Varsinais-Suomi
15364582.html,Ford,Focus,Station Wagon,Car,BYV-347,2001,326000,Manual,Petrol,Front wheel,1190,6.8,163,Bilkim,Porvoo,Dealer,Porvoo,Uusimaa
15361259.html,Volvo,S40,Sedan,Car,EIH-956,1998,333000,Manual,Petrol,Front wheel,2199,0.0,,,,Seller,Ilmajoki,Etelä-Pohjanmaa
15369478.html,Toyota,Hiace,Long - Low,Van,EJF-460,2006,415000,Manual,Diesel,Four wheel,2000,0.0,,,,Seller,Rovaniemi,Lappi
15360996.html,Toyota,Land Cruiser,All-terrain SUV,Car,OVB-489,2005,358000,Automatic,Diesel,Four wheel,13490,0.0,,Miukin Kone,Tornio,Dealer,Tornio,Lappi
15373107.html,Citroen,C4 Picasso,MPV,Car,ANY-705,2007,283000,Automatic,Diesel,Front wheel,1000,0.0,150,,,Seller,Vantaa,Uusimaa
15364197.html,BMW,116,Hatchback,Car,VUI-226,2006,180000,Manual,Petrol,Rear wheel,1000,0.0,,,,Seller,Taipalsaari,Etelä-Karjala
15367332.html,Skoda,Octavia,Hatchback,Car,SXF-374,2003,319000,Manual,Petrol,Front wheel,1500,0.0,192,,,Seller,Ypäjä,Kanta-Häme
15358810.html,Fiat,Panda,All-terrain SUV,Car,BUF-310,2004,154000,Manual,Petrol,Front wheel,2650,5.8,138,HuippuAuto,Vantaa,Dealer,Vantaa,Uusimaa
15368488.html,Audi,A4,Sedan,Car,XPL-809,2021,45000,Automatic,Petrol,Four wheel,34490,0.0,132,KIESI Espoo Koskelo,Espoo,Dealer,Espoo,Uusimaa
15361473.html,Volvo,V90,Station Wagon,Car,OIG-650,1997,449000,Automatic,Petrol,Rear wheel,1950,0.0,,,,Seller,Vantaa,Uusimaa
15361697.html,Toyota,Yaris,Hatchback,Car,RYK-364,2001,346000,Manual,Petrol,Front wheel,1200,0.0,,,,Seller,Turku,Varsinais-Suomi
15361244.html,Toyota,Hiace,Long - Low,Van,EHI-917,2009,309000,Manual,Diesel,Four wheel,13990,0.0,,,,Seller,Kontiolahti,Pohjois-Karjala
15358999.html,BMW,330,Station Wagon,Car,BOS-989,2006,466000,Automatic,Diesel,Rear wheel,4000,0.0,,,,Seller,Ilmajoki,Etelä-Pohjanmaa
15365677.html,Volkswagen,Golf,Station Wagon,Car,SLR-911,2015,380000,Automatic,Diesel,Front wheel,5990,4.5,,Bilkom,Nurmijärvi,Dealer,Nurmijärvi,Uusimaa
15363126.html,Opel,Vivaro,MPV,Van,RKY-930,2004,360000,Manual,Diesel,Front wheel,2650,0.0,,,,Seller,Pälkäne,Pirkanmaa
15360738.html,Suzuki,Vitara,All-terrain SUV,Car,HFV-101,1992,100000,Manual,Petrol,Four wheel,2250,0.0,,,,Seller,Nokia,Pirkanmaa
15365957.html,Ford,Mondeo,Station Wagon,Car,NFV-965,2007,281700,Manual,Petrol,Front wheel,1190,0.0,,,,Seller,Siilinjärvi,Pohjois-Savo
15362148.html,Ford,Focus,Station Wagon,Car,SNZ-756,2010,215000,Manual,Petrol,Front wheel,1200,0.0,159,,,Seller,Kaarina,Varsinais-Suomi
15374865.html,Nissan,Qashqai,All-terrain SUV,Car,ZME-447,2018,135000,Automatic,Petrol,Front wheel,11950,5.6,129,MenoBil Oy,Raisio,Dealer,Raisio,Varsinais-Suomi
15362003.html,Volvo,S60,Sedan,Car,EAZ-500,2009,469000,Automatic,Diesel,Front wheel,2200,0.0,199,,,Seller,Saarijärvi,Keski-Suomi
15370991.html,Mercedes-Benz,E,Sedan,Car,IJV-173,2006,492000,Manual,Diesel,Rear wheel,2500,7.1,,,,Seller,Oulu,Pohjois-Pohjanmaa
15358260.html,Skoda,Octavia,Station Wagon,Car,YHJ-644,2009,281000,Automatic,Petrol,Front wheel,2550,6.4,147,,,Seller,Espoo,Uusimaa
15358913.html,Toyota,Corolla,Sedan,Car,VEF-552,2002,197000,Manual,Petrol,Front wheel,1900,0.0,159,,,Seller,Kangasala,Pirkanmaa
15359800.html,Toyota,Avensis,Sedan,Car,NHO-934,2007,239800,Manual,Petrol,Front wheel,3900,0.0,,,,Seller,Hämeenlinna,Kanta-Häme
15366174.html,Citroen,Xsara Picasso,MPV,Car,JGH-765,2003,220000,Manual,Petrol,Front wheel,1100,8.0,178,,,Seller,Vantaa,Uusimaa
15362091.html,Volkswagen,Crafter,Extension cabin,Car,NLJ-238,2019,113000,Manual,Diesel,Front wheel,41900,0.0,,Tampereen Hyötyauto Oy,Ylöjärvi,Dealer,Ylöjärvi,Pirkanmaa
15371901.html,Volvo,V60,Station Wagon,Car,CNR-303,2017,145000,Automatic,Diesel,Four wheel,14100,0.0,48,,,Seller,Kouvola,Kymenlaakso
15372593.html,BMW,225,MPV,Car,FOC-299,2018,79000,Automatic,Hybrid (petrol/electric),Four wheel,14790,0.0,,KIESI Espoo Koskelo,Espoo,Dealer,Espoo,Uusimaa
15360058.html,Mitsubishi,Lancer,Hatchback,Car,GII-942,2009,300000,Manual,Petrol,Front wheel,2750,7.0,188,,,Seller,Tampere,Pirkanmaa
15360934.html,Volkswagen,Caddy Maxi,MPV,Van,CDY-9,2017,63000,Automatic,Gas,Front wheel,13900,6.5,123,VT AUTOSTYLE,Kangasala,Dealer,Kangasala,Pirkanmaa
15359933.html,MINI,Cooper,Hatchback,Car,IHP-899,2009,262000,Manual,Diesel,Front wheel,1490,0.0,104,JKCars Oy,Hattula,Dealer,Hattula,Kanta-Häme
15359395.html,Dacia,Duster,All-terrain SUV,Car,ZKN-154,2015,233000,Manual,Diesel,Four wheel,6900,5.3,135,,,Seller,Joensuu,Pohjois-Karjala
15368763.html,Opel,Astra,Station Wagon,Car,ZJO-997,2012,266000,Manual,Diesel,Front wheel,3950,4.5,119,Autolandia,Kokkola,Dealer,Kokkola,Keski-Pohjanmaa
15365447.html,Renault,Master,Long - Semihigh,Van,IMM-990,2016,170000,Manual,Diesel,Front wheel,14380,7.0,184,Autokonttori Oy,Vantaa,Dealer,Vantaa,Uusimaa
15362970.html,Skoda,Octavia,Station Wagon,Car,OUY-435,2008,346347,Manual,Diesel,Four wheel,2550,0.0,173,,,Seller,Lapinlahti,Pohjois-Savo
15376579.html,Opel,Astra,Station Wagon,Car,IKK-623,2011,410000,Automatic,Diesel,Front wheel,1580,6.0,156,,,Seller,Rauma,Satakunta
15365252.html,Peugeot,3008,Hatchback,Car,GLA-520,2014,230959,Manual,Diesel,Front wheel,6599,4.8,125,Autoliike Leimu Oy,Lempäälä,Dealer,Lempäälä,Pirkanmaa
15360329.html,Ford,Transit,Other,Van,MNT-267,2008,232000,Manual,Diesel,Front wheel,3300,0.0,,,,Seller,Nilsiä,Pohjois-Savo
15363785.html,BMW,318,Station Wagon,Car,XOJ-390,2013,230000,Automatic,Diesel,Rear wheel,12990,0.0,,TKC-Automyynti,Kerava,Dealer,Kerava,Uusimaa
15374646.html,Subaru,Forester,All-terrain SUV,Car,CJB-415,2013,178000,Automatic,Petrol,Four wheel,14990,0.0,150,,,Seller,Oulu,Pohjois-Pohjanmaa
15358606.html,Mercedes-Benz,C,Station Wagon,Car,FJB-649,2008,640000,Automatic,Diesel,Rear wheel,1850,0.0,,,,Seller,Tampere,Pirkanmaa
15375657.html,Audi,A4,Sedan,Car,HZC-857,2002,330000,Automatic,Petrol,Front wheel,1000,0.0,,,,Seller,Tampere,Pirkanmaa
15360594.html,BMW,325,Sedan,Car,CNX-135,2005,355387,Automatic,Petrol,Rear wheel,3500,0.0,,,,Seller,Rautavaara,Pohjois-Savo
15372912.html,Mercedes-Benz,250,Sedan,Car,KBY-391,1990,732000,Manual,Diesel,Rear wheel,3700,0.0,,,,Seller,Äänekoski,Keski-Suomi
15365454.html,Ford,Mondeo,Station Wagon,Car,SLV-532,2016,214000,Automatic,Diesel,Front wheel,9900,0.0,128,,,Seller,Iisalmi,Pohjois-Savo
15362827.html,Volkswagen,ID.4,All-terrain SUV,Car,SZB-778,2021,59000,Automatic,Electric,Four wheel,31800,0.0,,Future Store Drivalia,Vantaa,Dealer,Vantaa,Uusimaa
15374598.html,Nissan,Qashqai,MPV,Car,XUM-442,2008,337300,Manual,Diesel,Four wheel,2100,0.0,,,,Seller,Espoo,Uusimaa
15375474.html,Mercedes-Benz,R,MPV,Car,FMF-863,2006,340000,Automatic,Diesel,Four wheel,3100,0.0,,,,Seller,Porvoo,Uusimaa
15360918.html,Volvo,V70,Station Wagon,Car,ZHU-866,2009,440000,Manual,Diesel,Front wheel,2950,0.0,157,Akaan Auto-Center Oy,Akaa,Dealer,Akaa,Pirkanmaa
15362008.html,Audi,A4,Sedan,Car,OMF-761,2002,159047,Manual,Petrol,Front wheel,3200,0.0,,,,Seller,Keminmaa,Lappi
15361038.html,Saab,900,Convertible,Car,KNS-400,1995,252000,Manual,Petrol,Front wheel,1800,0.0,,,,Seller,Raasepori,Uusimaa
15359756.html,Seat,Ibiza,Hatchback,Car,CMX-318,2019,115500,Automatic,Petrol,Front wheel,8250,0.0,,,,Seller,Lahti,Päijät-Häme
15370692.html,Mercedes-Benz,E,Sedan,Car,SSI-964,2004,344000,Automatic,Petrol,Rear wheel,4650,0.0,,,,Seller,Tuusula,Uusimaa
15368724.html,Mercedes-Benz,200,Sedan,Car,VLP-197,1979,523000,Manual,Diesel,Rear wheel,1650,0.0,,Harri Ruuti,Laihia,Dealer,Laihia,Pohjanmaa
15360716.html,Opel,Astra,Hatchback,Car,JFZ-756,2005,242400,Manual,Petrol,Front wheel,1500,0.0,,,,Seller,Oulu,Pohjois-Pohjanmaa
15363217.html,Volvo,240,Station Wagon,Car,RFC-299,1989,505000,Manual,Petrol,Rear wheel,2190,0.0,,JKCars Oy,Hattula,Dealer,Hattula,Kanta-Häme
15364932.html,Opel,Kadett,Coupé,Car,ADG-135,1977,,Manual,Petrol,Rear wheel,2200,0.0,,,,Seller,Hirvensalmi,Etelä-Savo
15373106.html,Pontiac,Parisienne,Station Wagon,Car,NJB-595,1986,,Automatic,Petrol,Rear wheel,3900,0.0,,,,Seller,Savonlinna,Etelä-Savo
15360164.html,Mercedes-Benz,CLS 63 AMG,Sedan,Car,CHF-726,2005,248200,Automatic,Petrol,Rear wheel,3900,0.0,,,,Seller,Anjalankoski,Kymenlaakso
15363290.html,Kia,Picanto,Hatchback,Car,OUZ-175,2016,29000,Manual,Petrol,Front wheel,8980,4.6,106,Cardeal Group,Tampere,Dealer,Ylöjärvi,Pirkanmaa
15374421.html,Audi,A6 Allroad,Station Wagon,Car,OEY-363,2006,430000,Automatic,Diesel,Four wheel,1700,8.8,232,,,Seller,Vimpeli,Etelä-Pohjanmaa
15359562.html,Subaru,XV,Station Wagon,Car,VZS-314,2018,203000,Automatic,Petrol,Four wheel,18490,6.9,155,Salon Autotalo,Salo,Dealer,Salo,Varsinais-Suomi
15358351.html,Mazda,3,Hatchback,Car,RUU-841,2006,113000,Automatic,Petrol,Front wheel,5650,0.0,191,Nokian Autokulma,Nokia,Dealer,Nokia,Pirkanmaa
15364646.html,Volkswagen,Transporter,Middle long - Low,Van,IAF-962,2001,479000,Manual,Diesel,Front wheel,1500,0.0,,JVK CARS,Ylöjärvi,Dealer,Ylöjärvi,Pirkanmaa
15364164.html,Volkswagen,Crafter,Semilong - High,Van,bdvrag7ed4,2024,,Automatic,Diesel,Four wheel,73900,0.0,,Work Cars Jyväskylä,Jyväskylä,Dealer,Jyväskylä,Keski-Suomi
15361109.html,Volkswagen,Polo,Hatchback,Car,EMA-839,2000,180000,Manual,Petrol,Front wheel,2000,0.0,,,,Seller,Vantaa,Uusimaa
15358914.html,Nissan,King Cab,Pickup,Van,NGY-743,1991,450000,Manual,Diesel,Four wheel,1500,0.0,,,,Seller,Porvoo,Uusimaa
15360167.html,Opel,Astra,Hatchback,Car,CYB-339,2004,249200,Manual,Petrol,Front wheel,1290,0.0,,,,Seller,Kokkola,Keski-Pohjanmaa
15361389.html,Peugeot,207,Hatchback,Car,FHU-485,2005,193330,Manual,Petrol,Front wheel,1000,0.0,152,,,Seller,Akaa,Pirkanmaa
15361228.html,Volkswagen,Caddy,MPV,Car,JHJ-869,2007,286000,Automatic,Diesel,Front wheel,3780,0.0,,,,Seller,Espoo,Uusimaa
15366148.html,Volkswagen,Golf,Station Wagon,Car,OEI-443,2004,462000,Manual,Diesel,Front wheel,1200,0.0,,,,Seller,Kiuruvesi,Pohjois-Savo
15368814.html,Opel,Astra,Hatchback,Car,FKN-908,2011,171700,Manual,Petrol,Front wheel,3700,5.9,138,,,Seller,Vantaa,Uusimaa
15368329.html,Skoda,Octavia,Station Wagon,Car,MAZ-381,2010,236000,Manual,Diesel,Four wheel,7990,5.4,141,Autotalo Lahtinen Oy,Jyväskylä,Dealer,Jyväskylä,Keski-Suomi
15374771.html,Skoda,Octavia,Station Wagon,Car,HKZ-209,2009,262198,Manual,Petrol,Front wheel,2390,0.0,148,,,Seller,Jyväskylä,Keski-Suomi
15360182.html,Nissan,Micra,Hatchback,Car,CGE-474,2003,255166,Manual,Petrol,Front wheel,1000,0.0,143,,,Seller,Kankaanpää,Satakunta
15373708.html,Nissan,X-Trail,All-terrain SUV,Car,TSG-400,2004,289000,Automatic,Petrol,Four wheel,2850,0.0,,,,Seller,Salo,Varsinais-Suomi
15370145.html,Toyota,Yaris Verso,Station Wagon,Car,TAF-152,2001,193000,Manual,Petrol,Front wheel,1860,0.0,157,,,Seller,Kerava,Uusimaa
15364963.html,BMW,320 Gran Turismo,Sedan,Car,GLT-954,2016,166000,Automatic,Diesel,Four wheel,14900,4.5,119,Kupen Auto Vantaa,Vantaa,Dealer,Vantaa,Uusimaa
15360225.html,Citroen,C4 Picasso,MPV,Car,BAZ-938,2007,235000,Automatic,Diesel,Front wheel,1250,0.0,150,,,Seller,Kankaanpää,Satakunta
15359363.html,Ford,Focus,Station Wagon,Car,FFG-102,2002,88000,Manual,Petrol,Front wheel,2590,6.8,163,Lacar Oy,Kokkola,Dealer,Kokkola,Keski-Pohjanmaa
15363916.html,Volkswagen,Golf,Hatchback,Car,UKG-283,2011,224200,Automatic,Petrol,Front wheel,4650,0.0,139,,,Seller,Pori,Satakunta
15364348.html,Volkswagen,Tiguan,All-terrain SUV,Car,IHL-872,2009,227000,Automatic,Diesel,Four wheel,5900,0.0,186,,,Seller,Kuopio,Pohjois-Savo
15375858.html,Ford,Mondeo,Station Wagon,Car,KRE-802,2011,280000,Manual,Petrol,Front wheel,1500,0.0,149,,,Seller,Vantaa,Uusimaa
15375116.html,Volvo,S80,Sedan,Car,WES491,2005,350000,Manual,Diesel,Front wheel,3200,0.0,,,,Seller,Raahe,Pohjois-Pohjanmaa
15358346.html,Land Rover,Range Rover Evoque,All-terrain SUV,Car,LPS-313,2015,153000,Automatic,Diesel,Four wheel,21900,5.1,134,AutoMussalo Oy,Hollola,Dealer,Hollola,Päijät-Häme
15359584.html,Ford,Focus,Station Wagon,Car,UCY-720,2005,293302,Manual,Petrol,Front wheel,1000,0.0,163,,,Seller,Ylitornio,Lappi
15360383.html,Volkswagen,Crafter,Extension cabin,Car,BON-730,2007,574000,Manual,Diesel,Rear wheel,6500,0.0,,,,Seller,Siilinjärvi,Pohjois-Savo
15363399.html,Mercedes-Benz,E,Sedan,Car,CGM-345,2002,264638,Automatic,Petrol,Rear wheel,1200,0.0,,,,Seller,Taivalkoski,Pohjois-Pohjanmaa
15363259.html,Mercedes-Benz,Sprinter,Extension cabin,Light truck,XJF-871,2002,416000,Manual,Diesel,Rear wheel,2300,0.0,,,,Seller,Imatra,Etelä-Karjala
15368646.html,Volvo,850,Sedan,Car,UPI-578,1993,466780,Manual,Petrol,Front wheel,1200,0.0,,,,Seller,Laukaa,Keski-Suomi
15364804.html,Skoda,Enyaq,All-terrain SUV,Car,IRU-617,2022,125000,Automatic,Electric,Rear wheel,26890,0.0,,WS Motors,Aura,Dealer,Aura,Varsinais-Suomi
15371006.html,Ford,Mondeo,Station Wagon,Car,EJI-263,2009,339198,Manual,Petrol,Front wheel,1300,0.0,189,,,Seller,Helsinki,Uusimaa
15366686.html,Peugeot,207,Hatchback,Car,FHU-485,2006,193000,Manual,Petrol,Front wheel,2250,0.0,,Akaan realisointi,Akaa,Dealer,Akaa,Pirkanmaa
15363726.html,Volvo,V40,Station Wagon,Car,YFI-320,2004,228556,Automatic,Petrol,Front wheel,2190,0.0,,,,Seller,Tampere,Pirkanmaa
15371249.html,Toyota,Corolla,Sedan,Car,HJL-999,1977,,Manual,Petrol,Rear wheel,3000,0.0,,,,Seller,Kaarina,Varsinais-Suomi
15363395.html,Fiat,Punto,Hatchback,Car,ZAI-321,2005,91000,Manual,Petrol,Front wheel,1590,0.0,136,,,Seller,Kokkola,Keski-Pohjanmaa
15359070.html,Mazda,6,Station Wagon,Car,TEG-442,2003,238000,Automatic,Petrol,Front wheel,1300,0.0,215,,,Seller,Rovaniemi,Lappi
15358717.html,Audi,A3,Hatchback,Car,KBI-626,2000,334000,Manual,Petrol,Front wheel,1450,0.0,,Mika Tuiskunen,Nummela,Dealer,Nummela,Uusimaa
15359628.html,Toyota,Corolla,Hatchback,Car,BXJ-353,2019,61200,Automatic,Petrol,Front wheel,20500,0.0,,,,Seller,Seinäjoki,Etelä-Pohjanmaa
15364875.html,Toyota,Corolla,Hatchback,Car,EFX-242,1990,140000,Manual,Petrol,Front wheel,1450,0.0,,,,Seller,Orimattila,Päijät-Häme
15368649.html,Mercedes-Benz,E,Sedan,Car,NFF634,2004,358268,Manual,Diesel,Rear wheel,2500,6.0,,,,Seller,Pöytyä,Varsinais-Suomi
15361101.html,Mitsubishi,L200,Pickup,Van,EIU-810,1998,542000,Manual,Diesel,Four wheel,3300,0.0,,,,Seller,Parkano,Pirkanmaa
15361460.html,Honda,Accord,Sedan,Car,HIO-788,1998,354000,Manual,Petrol,Front wheel,1000,0.0,,,,Seller,Kittilä,Lappi
15359162.html,Toyota,Corolla,Hatchback,Car,MFR-831,1992,317000,Manual,Petrol,Front wheel,2900,0.0,,,,Seller,Helsinki,Uusimaa
15371641.html,Nissan,X-Trail,All-terrain SUV,Car,FGO-185,2005,309000,Manual,Petrol,Four wheel,1400,0.0,,Tmi Olli Karttunen,Joensuu,Dealer,Joensuu,Pohjois-Karjala
15359250.html,Toyota,Avensis,Station Wagon,Car,FFX-748,2004,280000,Manual,Petrol,Front wheel,2990,0.0,173,BilBox Oy,Tampere,Dealer,Tampere,Pirkanmaa
15364166.html,Skoda,Octavia,Hatchback,Car,RRU-243,2014,320000,Automatic,Diesel,Front wheel,5500,4.5,102,,,Seller,Helsinki,Uusimaa
15360692.html,Toyota,Hiace,Other,Van,OVE-960,2005,400300,Manual,Diesel,Four wheel,5200,0.0,,,,Seller,Rovaniemi,Lappi
